armLift,Arm Lift,test
armSwing,Arm Swing,test
elbow,Elbow,test
wristA,Wrist A,test
wristB,Wrist B,test
wristC,Wrist C,test
rightArm,Right Arm,test
fingers,Fingers,test
thumb,Thumb,test
leftLeg,Left Leg,test
spread,Spread,test
kick,Kick,test
knee,Knee,test
rotation,Rotation,test
language,Language,test
quit,Quit,test
racial_features,Racial Features,test
packSection,User Loaded Content,test
loadPack,Load Content Pack,test
explainLoadingMods,User content can be loaded via an externally created Humanizer Asset pack. This will be a Zip pack made with the Humanzier_Import Tool.,test
explainRemovingMods,"To remove a pack you need to open the user folder, close the game and delete the zip pack related to the mod.",test
loadedPacksLabel,Loaded Packs,test
bodyshape,Body Shapes,test
Anime_Stylized_Enhanced,Anime Body,test
Canine,Canine Mouth,test
Wolf,Wolf Shape,test
anime,Anime,test
bear,Bear,test
bear_cartoon,Bear Cartoon,test
bunny_rabbit,Bunny Ears,test
bunny_rabbit2,Bunny Ears 2 ,test
cannine,Dog,test
carrot,Panda,test
cat,Cat,test
cat02,Cat 2,test
cobra,Cobra,test
cow,Cow,test
dog,Dog,test
donkey,Donkey,test
donkey2,Donkey 2,test
feline,Cat,test
fox_cartoon,Cartoon Fox,test
feet,Feet,test
furry,Paws,test
horse,Horse,test
lion,Lion,test
rabbit,Rabbit,test
rabbit_bunny_hare,Rabbit,test
shark,Shark,test
squirrel,Squirrel,test
tiger,Tiger,test
Tail,Tail ,test
Cowbelly,Utters,test
ear,Ears,test
Lizzard,Reptile,test
HarveyHorns,Horns,test
Harvey_Monkey,Monkey,test
shoulder,Shoulder,test
shoulder_pads,Shoulder Pads,test
Nefertiti,Nefertiti ,test
Robot,Robot ,test
star,Star,test
CONDOR,Condor,test
Catgirl_ears,Cat Ears,test
Darkness_Horns,Horns,test
Doll,Doll ,test
Mermaid,Mermaid ,test
frakenstiens,Frankenstine,test
Traits,Traits,test
age,Age,test
gender,Gender,test
height,Height,test
weight,Weight,test
muscle,Muscle,test
proportions,Proportions,test
african,African,test
asian,Asian,test
caucasian,Cacausian,test
facialhair,Facial Hair,test
backpack,Backpack,test
outertop,Cover Top,test
gloves,Gloves,test
mask,Mask,test
Bodyshapes-elvs-fem-adrenal,Female Adrenal,test
Bodyshapes-elvs-fem-apple,Female Apple,test
Bodyshapes-elvs-fem-diamond,Female Diamond,test
Bodyshapes-elvs-fem-full-hourglass,Female Hourglass,test
Bodyshapes-elvs-fem-invert-triangle,Female Inverted Triangle,test
Bodyshapes-elvs-fem-lean-column,Female Lean Column,test
Bodyshapes-elvs-fem-liver,Female Liver,test
Bodyshapes-elvs-fem-neat-hourglass,Female Neat Hourglass,test
Bodyshapes-elvs-fem-ovary,Female Ovary,test
Bodyshapes-elvs-fem-rectangle,Female Rectangle,test
Bodyshapes-elvs-fem-thyroid,Female Thyroid,test
Bodyshapes-elvs-fem-triangle,Female Triangle,test
Bodyshapes-elvs-man-adrenal,Male Adrenal,test
Bodyshapes-elvs-man-apple,Male Apple,test
Bodyshapes-elvs-man-gonadal,Male Gonadal,test
Bodyshapes-elvs-man-invert-triangle,Male Inverted Triangle,test
Bodyshapes-elvs-man-lean-column,Male Lean Column,test
Bodyshapes-elvs-man-liver,Male Liver,test
Bodyshapes-elvs-man-rectangle,Male Rectangle,test
Bodyshapes-elvs-man-thyroid,Male Thyroid,test
Bodyshapes-elvs-man-trapezoid,Male Trapezoid,test
Bodyshapes-elvs-man-triangle,Male Triangle,test
Asym-brown-1-l,Asymetric Brown 1 Left,test
Asym-brown-1-r,Asymetric Brown 1 Right,test
Asym-brown-2-l,Asymetric Brown 2 Left,test
Asym-brown-2-r,Asymetric Brown 2 Right,test
Asym-top-1-l,Asymetric Top 1 Left,test
Asym-top-1-r,Asymetric Top 1 Right,test
Asym-top-2-l,Asymetric Top 2 Left,test
Asym-top-2-r,Asymetric Top 2 Right,test
Forehead-nubian-decr,Forehead Nubian Decrement,test
Forehead-nubian-incr,Forehead Nubian Increment,test
Forehead-scale-vert-decr,Forehead Scale Decrement,test
Forehead-scale-vert-incr,Forehead Scale Increment,test
Forehead-temple-decr,Forehead Temple Decrement,test
Forehead-temple-incr,Forehead Temple Increment,test
Forehead-trans-backward,Forehead Translation Backwards,test
Forehead-trans-forward,Forehead Translation Forwards,test
Head-age-decr,Head Age Decrement,test
Head-age-incr,Head Age Increment,test
Head-angle-in,Head Angle In,test
Head-angle-out,Head Angle Out,test
Head-back-scale-depth-decr,Head Back Scale Depth Decrement,test
Head-back-scale-depth-incr,Head Back Scale Depth Increment,test
Head-diamond,Head Diamond,test
Head-fat-decr,Head Fat Decrement,test
Head-fat-incr,Head Fat Increment,test
Head-invertedtriangular,Head Inverted Triangle,test
Head-oval,Head Oval,test
Head-rectangular,Head Rectangular,test
Head-round,Head Round,test
Head-scale-depth-decr,Head Scale Depth Decrement,test
Head-scale-depth-incr,Head Scale Depth Increment,test
Head-scale-horiz-decr,Head Scale Horizontal Decrement,test
Head-scale-horiz-incr,Head Scale Horizontal Increment,test
Head-scale-vert-decr,Head Scale Vertical Decrement,test
Head-scale-vert-incr,Head Scale Vertical Increment,test
Head-square,Head Square,test
Head-trans-backward,Head Translation Backwards,test
Head-trans-down,Head Translation Down,test
Head-trans-forward,Head Translation Forward,test
Head-trans-in,Head Translation Inward,test
Head-trans-out,Head Translation Outward,test
Head-trans-up,Head Translation Upward,test
Head-triangular,Head Triangular,test
Asym-eye-1-l,Eye Asymetry 1 Left,test
Asym-eye-1-r,Eye Asymetry 1 Right,test
Asym-eye-2-l,Eye Asymetry 2 Left,test
Asym-eye-2-r,Eye Asymetry 2 Right,test
Asym-eye-3-l,Eye Asymetry 3 Left,test
Asym-eye-3-r,Eye Asymetry 3 Right,test
Asym-eye-4-l,Eye Asymetry 4 Left,test
Asym-eye-4-r,Eye Asymetry 4 Right,test
Asym-eye-5-l,Eye Asymetry 5 Left,test
Asym-eye-5-r,Eye Asymetry 5 Right,test
Asym-eye-6-l,Eye Asymetry 6 Left,test
Asym-eye-6-r,Eye Asymetry 6 Right,test
Asym-eye-7-l,Eye Asymetry 7 Left,test
Asym-eye-7-r,Eye Asymetry 7 Right,test
Asym-eye-8-l,Eye Asymetry 8 Left,test
Asym-eye-8-r,Eye Asymetry 8 Right,test
Eyebrows-angle-down,Eyebrows Angle Down,test
Eyebrows-angle-up,Eyebrows Angle Up,test
Eyebrows-trans-backward,Eyebrows Translation Backwards,test
Eyebrows-trans-down,Eyebrows Translation Down,test
Eyebrows-trans-forward,Eyebrows Translation Forward,test
Eyebrows-trans-up,Eyebrows Translation Up,test
L-eye-bag-decr,Left Eye Bag Decrement,test
L-eye-bag-incr,Left Eye Bag Increment,test
L-eye-bag-height-decr,Left Eye Bags Height Decrement,test
L-eye-bag-height-incr,Right Eye Bags Height Decrement,test
L-eye-bag-in,Left Eye Bag In,test
L-eye-bag-out,Left Eye Bag Out,test
L-eye-corner 1-down,Left Eye Corner 1 Down,test
L-eye-corner 1-up,Left Eye Corner 1 Up,test
L-eye-corner 2-down,Left Eye Corner 2 Down,test
L-eye-corner 2-up,Left Eye Corner 2 Up,test
L-eye-epicanthus-in,Left Eye Epicanthus In,test
L-eye-epicanthus-out,Left Eye Epicanthus Out,test
L-eye-eyefold-angle-down,Left Eyefold Angle Down,test
L-eye-eyefold-angle-up,Left Eyefold Angle Up,test
L-eye-eyefold-concave,Left Eyefold Concave,test
L-eye-eyefold-convex,Left Eyefold Convex,test
L-eye-eyefold-down,Left Eyefold Down,test
L-eye-eyefold-up,Left Eyefold Up,test
L-eye-height 1-decr,Left Eye Height 1 Decrement,test
L-eye-height 1-incr,Left Eye Height 1 Increment,test
L-eye-height 2-decr,Left Eye Height 2 Decrement,test
L-eye-height 2-incr,Left Eye Height 2 Increment,test
L-eye-height 3-decr,Left Eye Height 3 Decrement,test
L-eye-height 3-incr,Left Eye Height 3 Increment,test
L-eye-push 1-in,Left Eye Push 1 In,test
L-eye-push 1-out,Left Eye Push 1 Out,test
L-eye-push 2-in,Left Eye Push 2 In,test
L-eye-push 2-out,Left Eye Push 2 Out,test
L-eye-scale-decr,Left Eye Scale Decrement,test
L-eye-scale-incr,Left Eye Scale Increment,test
L-eye-trans-down,Left Eye Translate Down,test
L-eye-trans-in,Left Eye Translate In,test
L-eye-trans-out,Left Eye Translate Out,test
L-eye-trans-up,Left Eye Translate Up,test
R-eye-bag-decr,Right Eye Bag Decrement,test
R-eye-bag-incr,Right Eye Bag Increment,test
R-eye-bag-height-decr,Right Eye Bags Height Decrement,test
R-eye-bag-height-incr,Right Eye Bags Height Decrement,test
R-eye-bag-in,Right Eye Bag In,test
R-eye-bag-out,Right Eye Bag Out,test
R-eye-corner 1-down,Right Eye Corner 1 Down,test
R-eye-corner 1-up,Right Eye Corner 1 Up,test
R-eye-corner 2-down,Right Eye Corner 2 Down,test
R-eye-corner 2-up,Right Eye Corner 2 Up,test
R-eye-epicanthus-in,Right Eye Epicanthus In,test
R-eye-epicanthus-out,Right Eye Epicanthus Out,test
R-eye-eyefold-angle-down,Right Eyefold Angle Down,test
R-eye-eyefold-angle-up,Right Eyefold Angle Up,test
R-eye-eyefold-concave,Right Eyefold Concave,test
R-eye-eyefold-convex,Right Eyefold Convex,test
R-eye-eyefold-down,Right Eyefold Down,test
R-eye-eyefold-up,Right Eyefold Up,test
R-eye-height 1-decr,Right Eye Height 1 Decrement,test
R-eye-height 1-incr,Right Eye Height 1 Increment,test
R-eye-height 2-decr,Right Eye Height 2 Decrement,test
R-eye-height 2-incr,Right Eye Height 2 Increment,test
R-eye-height 3-decr,Right Eye Height 3 Decrement,test
R-eye-height 3-incr,Right Eye Height 3 Increment,test
R-eye-push 1-in,Right Eye Push 1 In,test
R-eye-push 1-out,Right Eye Push 1 Out,test
R-eye-push 2-in,Right Eye Push 2 In,test
R-eye-push 2-out,Right Eye Push 2 Out,test
R-eye-scale-decr,Right Eye Scale Decrement,test
R-eye-scale-incr,Right Eye Scale Increment,test
R-eye-trans-down,Right Eye Translate Down,test
R-eye-trans-in,Right Eye Translate In,test
R-eye-trans-out,Right Eye Translate Out,test
R-eye-trans-up,Right Eye Translate Up,test
Asym-mouth-1-l,Asymetry Mouth 1 Left,test
Asym-mouth-1-r,Asymetry Mouth 1 Right,test
Asym-mouth-2-l,Asymetry Mouth 2 Left,test
Asym-mouth-2-r,Asymetry Mouth 2 Right,test
Mouth-angles-down,Mouth Angles Down,test
Mouth-angles-up,Mouth Angles Up,test
Mouth-cupidsbow-decr,Mouth Cupids Bow Decrement,test
Mouth-cupidsbow-incr,Mouth Cupids Bow Increment,test
Mouth-cupidsbow-width-decr,Mouth Cupids Bow Width Decrement,test
Mouth-cupidsbow-width-incr,Mouth Cupids Bow Width Increment,test
Mouth-dimples-in,Dimples In,test
Mouth-dimples-out,Dimples Out,test
Mouth-laugh-lines-in,Laugh Lines In,test
Mouth-laugh-lines-out,Laugh Lines Out,test
Mouth-lowerlip-ext-down,Lower Lip Extend Down,test
Mouth-lowerlip-ext-up,Lower Lip Extend Up,test
Mouth-lowerlip-height-decr,Lower Lip Height Decrement,test
Mouth-lowerlip-height-incr,Lower Lip Height Increment,test
Mouth-lowerlip-middle-down,Lower Lip Middle Down,test
Mouth-lowerlip-middle-up,Lower Lip Middle Up,test
Mouth-lowerlip-volume-decr,Lower Lip Volume Decrement,test
Mouth-lowerlip-volume-incr,Lower Lip Volume Increment,test
Mouth-lowerlip-width-decr,Lower Lip Width Decrement,test
Mouth-lowerlip-width-incr,Lower Lip Width Increment,test
Mouth-philtrum-volume-decr,Mouth Philtrum Volume Decrement,test
Mouth-philtrum-volume-incr,Mouth Philtrum Volume Increment,test
Mouth-scale-depth-decr,Mouth Scale Depth Decrement,test
Mouth-scale-depth-incr,Mouth Scale Depth Increment,test
Mouth-scale-horiz-decr,Mouth Scale Horizontal Decrement,test
Mouth-scale-horiz-incr,Mouth Scale Horizontal Increment,test
Mouth-scale-vert-decr,Mouth Scale Vertical Decrement,test
Mouth-scale-vert-incr,Mouth Scale Vertical Increment,test
Mouth-trans-backward,Mouth Translate Backwards,test
Mouth-trans-down,Mouth Translate Down,test
Mouth-trans-forward,Mouth Translate Forward,test
Mouth-trans-in,Mouth Translate In,test
Mouth-trans-out,Mouth Translate Out,test
Mouth-trans-up,Mouth Translate Up,test
Mouth-upperlip-ext-down,Upper Lip Extend Down,test
Mouth-upperlip-ext-up,Upper Lip Extend Up,test
Mouth-upperlip-height-decr,Upper Lip Height Decrement,test
Mouth-upperlip-height-incr,Upper Lip Height Increment,test
Mouth-upperlip-middle-down,Upper Lip Middle Down,test
Mouth-upperlip-middle-up,Upper Lip Middle Up,test
Mouth-upperlip-volume-decr,Upper Lip Volume Decrement,test
Mouth-upperlip-volume-incr,Upper Lip Volume Increment,test
Mouth-upperlip-width-decr,Upper Lip Width Decrement,test
Mouth-upperlip-width-incr,Upper Lip Width Increment,test
Asym-nose-1-l,Nose Asymitry 1 Left,test
Asym-nose-1-r,Nose Asymitry 1 Right,test
Asym-nose-2-l,Nose Asymitry 2 Left,test
Asym-nose-2-r,Nose Asymitry 2 Right,test
Asym-nose-3-l,Nose Asymitry 3 Left,test
Asym-nose-3-r,Nose Asymitry 3 Right,test
Asym-nose-4-l,Nose Asymitry 4 Left,test
Asym-nose-4-r,Nose Asymitry 4 Right,test
Nose-base-down,Nose Base Down,test
Nose-base-up,Nose Base Up,test
Nose-compression-compress,Nose Compression Increment,test
Nose-compression-uncompress,Nose Compression Decrement,test
Nose-curve-concave,Nose Curve Concave,test
Nose-curve-convex,Nose Curve Convex,test
Nose-flaring-decr,Nose Flare Decrement,test
Nose-flaring-incr,Nose Flare Increment,test
Nose-greek-decr,Nose Greek Decrement,test
Nose-greek-incr,Nose Greek Increment,test
Nose-hump-decr,Nose Hump Decrement,test
Nose-hump-incr,Nose Hump Increment,test
Nose-nostrils-angle-down,Nostrils Angle Down,test
Nose-nostrils-angle-up,Nostrils Angle Up,test
Nose-nostrils-width-decr,Nostrils Width Decrement,test
Nose-nostrils-width-incr,Nostrils Width Increment,test
Nose-point-down,Nose Point Down,test
Nose-point-up,Nose Point Up,test
Nose-point-width-decr,Nose Point Width Decrement,test
Nose-point-width-incr,Nose Point Width Increment,test
Nose-scale-depth-decr,Nose Scale Depth Decrement,test
Nose-scale-depth-incr,Nose Scale Depth Increment,test
Nose-scale-horiz-decr,Nose Scale Horizontal Decrement,test
Nose-scale-horiz-incr,Nose Scale Horizontal Increment,test
Nose-scale-vert-decr,Nose Scale Vertical Decrement,test
Nose-scale-vert-incr,Nose Scale Vertical Increment,test
Nose-septumangle-decr,Nose Septum Angle Decrement,test
Nose-septumangle-incr,Nose Septum Angle Increment,test
Nose-trans-backward,Nose Translation Backwards,test
Nose-trans-down,Nose Translation Down,test
Nose-trans-forward,Nose Translation Forward,test
Nose-trans-in,Nose Translation In,test
Nose-trans-out,Nose Translation Out,test
Nose-trans-up,Nose Translation Up,test
Nose-volume-decr,Nose Volume Decrement,test
Nose-volume-incr,Nose Volume Increment,test
Nose-width 1-decr,Nose Width 1 Decrement,test
Nose-width 1-incr,Nose Width 1 Increment,test
Nose-width 2-decr,Nose Width 2 Decrement,test
Nose-width 2-incr,Nose Width 2 Increment,test
Nose-width 3-decr,Nose Width 3 Decrement,test
Nose-width 3-incr,Nose Width 3 Increment,test
Asym-ear-1-l,Ear Asymetry 1 Left,test
Asym-ear-1-r,Ear Asymetry 1 Right,test
Asym-ear-2-l,Ear Asymetry 2 Left,test
Asym-ear-2-r,Ear Asymetry 2 Right,test
Asym-ear-3-l,Ear Asymetry 3 Left,test
Asym-ear-3-r,Ear Asymetry 3 Right,test
Asym-ear-4-l,Ear Asymetry 4 Left,test
Asym-ear-4-r,Ear Asymetry 4 Right,test
L-ear-flap-decr,Left Ear Flap Decrement,test
L-ear-flap-incr,Left Ear Flap Increment,test
L-ear-lobe-decr,Left Ear Lobe Decrement,test
L-ear-lobe-incr,Left Ear Lobe Increment,test
L-ear-rot-backward,Left Ear Rotation Backward,test
L-ear-rot-forward,Left Ear Rotation Forward,test
L-ear-scale-decr,Left Ear Scale Decrement,test
L-ear-scale-depth-decr,Left Ear Scale Depth Decrement,test
L-ear-scale-depth-incr,Left Ear Scale Depth Increment,test
L-ear-scale-incr,Left Ear Scale Increment,test
L-ear-scale-vert-decr,Left Ear Scale Vertical Decrement,test
L-ear-scale-vert-incr,Left Ear Scale Vertical Increment,test
L-ear-shape-pointed,Left Ear Shape Pointed,test
L-ear-shape-round,Left Ear Shape Round,test
L-ear-shape-square,Left Ear Shape Square,test
L-ear-shape-triangle,Left Ear Shape Triangle,test
L-ear-trans-backward,Left Ear Translation Backwards,test
L-ear-trans-down,Left Ear Translation down,test
L-ear-trans-forward,Left Ear Translation Forward,test
L-ear-trans-up,Left Ear Translation Up,test
L-ear-wing-decr,Left Ear Wing Decrement,test
L-ear-wing-incr,Left Ear Wing Increment,test
R-ear-flap-decr,Right Ear Flap Decrement,test
R-ear-flap-incr,Right Ear Flap Increment,test
R-ear-lobe-decr,Right Ear Lobe Decrement,test
R-ear-lobe-incr,Right Ear Lobe Increment,test
R-ear-rot-backward,Right Ear Rotation Backward,test
R-ear-rot-forward,Right Ear Rotation Forward,test
R-ear-scale-decr,Right Ear Scale Decrement,test
R-ear-scale-depth-decr,Right Ear Scale Depth Decrement,test
R-ear-scale-depth-incr,Right Ear Scale Depth Increment,test
R-ear-scale-incr,Right Ear Scale Increment,test
R-ear-scale-vert-decr,Right Ear Scale Vertical Decrement,test
R-ear-scale-vert-incr,Right Ear Scale Vertical Increment,test
R-ear-shape-pointed,Right Ear Shape Pointed,test
R-ear-shape-round,Right Ear Shape Round,test
R-ear-shape-square,Right Ear Shape Square,test
R-ear-shape-triangle,Right Ear Shape Triangle,test
R-ear-trans-backward,Right Ear Translation Backwards,test
R-ear-trans-down,Right Ear Translation down,test
R-ear-trans-forward,Right Ear Translation Forward,test
R-ear-trans-up,Right Ear Translation Up,test
R-ear-wing-decr,Right Ear Wing Decrement,test
R-ear-wing-incr,Right Ear Wing Increment,test
Asym-cheek-1-l,Cheek Asymetry 1 Left,test
Asym-cheek-1-r,Cheek Asymetry 1 Right,test
Asym-cheek-2-l,Cheek Asymetry 2 Left,test
Asym-cheek-2-r,Cheek Asymetry 2 Right,test
Asym-jaw-1-l,Jaw Asymetry 1 Left,test
Asym-jaw-1-r,Jaw Asymetry 1 Right,test
Asym-jaw-2-l,Jaw Asymetry 2 Left,test
Asym-jaw-2-r,Jaw Asymetry 2 Right,test
Asym-jaw-3-l,Jaw Asymetry 3 Left,test
Asym-jaw-3-r,Jaw Asymetry 3 Right,test
Asym-temple-1-l,Temple Asymetry 1 Left,test
Asym-temple-1-r,Temple Asymetry 1 Right,test
Asym-temple-2-l,Temple Asymetry 2 Left,test
Asym-temple-2-r,Temple Asymetry 2 Right,test
L-cheek-bones-decr,Left Cheek Bones Decrement,test
L-cheek-bones-incr,Left Cheek Bones Increment,test
L-cheek-inner-decr,Left Cheek Inner Decrement,test
L-cheek-inner-incr,Left Cheek Inner Increment,test
L-cheek-trans-down,Left Cheek Translate Down,test
L-cheek-trans-up,Left Cheek Translate Up,test
L-cheek-volume-decr,Left Cheek Volume Decrement,test
L-cheek-volume-incr,Left Cheek Volume Increment,test
R-cheek-bones-decr,Right Cheek Bones Decrement,test
R-cheek-bones-incr,Right Cheek Bones Increment,test
R-cheek-inner-decr,Right Cheek Inner Decrement,test
R-cheek-inner-incr,Right Cheek Inner Increment,test
R-cheek-trans-down,Right Cheek Translate Down,test
R-cheek-trans-up,Right Cheek Translate Up,test
R-cheek-volume-decr,Right Cheek Volume Decrement,test
R-cheek-volume-incr,Right Cheek Volume Increment,test
Chin-bones-decr,Chin Bone Decrement,test
Chin-bones-incr,Chin Bones Increment,test
Chin-cleft-decr,Chin Cleft Decrement,test
Chin-cleft-incr,Chin Cleft Increment,test
Chin-height-decr,Chin Height Decrement,test
Chin-height-incr,Chin Height Decrement,test
Chin-jaw-drop-decr,Chin Jaw Drop Decrement,test
Chin-jaw-drop-incr,Chin Jaw Drop Increment,test
Chin-prognathism-decr,Chin Prognathism Decrement,test
Chin-prognathism-incr,Chin Prognathism Increment,test
Chin-prominent-decr,Chin Prominent Decrement,test
Chin-prominent-incr,Chin Prominent Increment,test
Chin-triangle,Chin Triangle,test
Chin-width-decr,Chin Width Decrement,test
Chin-width-incr,Chin Width Increment,test
Measure-neck-circ-decr,Neck Circular Decrement,test
Measure-neck-circ-incr,Neck Circular Increment,test
Measure-neck-height-decr,Neck Height Decrement,test
Measure-neck-height-incr,Neck Height Increment,test
Neck-back-scale-depth-decr,Neck Back Scale Depth Decrement,test
Neck-back-scale-depth-incr,Neck Back Scale Depth Increment,test
Neck-double-decr,Double Neck Decrement,test
Neck-double-incr,Double Neck Increment,test
Neck-scale-depth-decr,Neck Scale Depth Decrement,test
Neck-scale-depth-incr,Neck Scale Depth Increment,test
Neck-scale-horiz-decr,Neck Scale Horizontal Decrement,test
Neck-scale-horiz-incr,Neck Scale Horizontal Increment,test
Neck-scale-vert-decr,Neck Scale Vertical Decrement,test
Neck-scale-vert-incr,Neck Scale Vertical Increment,test
Neck-trans-backward,Neck Translate Backwards,test
Neck-trans-down,Neck Translate Down,test
Neck-trans-forward,Neck Translate Forward,test
Neck-trans-in,Neck Translate In,test
Neck-trans-out,Neck Translate Out,test
Neck-trans-up,Neck Translate Up,test
Measure-frontchest-dist-decr,Chest Front Distance Decrement,test
Measure-frontchest-dist-incr,Chest Front Distance Increment,test
Measure-shoulder-dist-decr,Chest Shoulder Distance Decrement,test
Measure-shoulder-dist-incr,Chest Shoulder Distance Increment,test
Torso-muscle-dorsi-decr,Torso Muscle Dorsi Decrement,test
Torso-muscle-dorsi-incr,Torso Muscle Dorsi Increment,test
Torso-muscle-pectoral-decr,Pectroal Muscle Decrement,test
Pectroal Muscle Decrement,Pectroal Muscle Increment,test
Torso-scale-depth-decr,Torso Scale Depth Decrement,test
Torso-scale-depth-incr,Torso Scale Depth Increment,test
Torso-scale-horiz-decr,Torso Scale Horizontal Decrement,test
Torso-scale-horiz-incr,Torso Scale Horizontal Increment,test
Torso-scale-vert-decr,Torso Scale Vertical Decrement,test
Torso-scale-vert-incr,Torso Scale Vertical Increment,test
Torso-trans-backward,Torso Translation Backward,test
Torso-trans-down,Torso Translation Down,test
Torso-trans-forward,Torso Translation Forward,test
Torso-trans-in,Torso Translation In,test
Torso-trans-out,Torso Translation Out,test
Torso-trans-up,Torso Translation Up,test
Torso-vshape-decr,Torso V shape Decrement,test
Torso-vshape-incr,Torso V shape Increment,test
Asymm-breast-1-l,Breast Asymetry 1 Left,test
Asymm-breast-1-r,Breast Asymetry 1 Right,test
Breast-dist-decr,Breast Distance Decrement,test
Breast-dist-incr,Breast Distance Increment,test
Breast-point-decr,Breast Point Decrement,test
Breast-point-incr,Breast Point Increment,test
Breast-trans-down,Breast Translation Down,test
Breast-trans-up,Breast Translation Up,test
Breast-volume-vert-down,Breast Volume Vertical Down,test
Breast-volume-vert-up,Breast Volume Vertical Up,test
Nipple-point-decr,Nipple Point Decrement,test
Nipple-point-incr,Nipple Point Increment,test
Nipple-size-decr,Nipple Size Decrement,test
Nipple-size-incr,Nipple Size Increment,test
Measure-bust-circ-decr,Bust Circular Decrement,test
Measure-bust-circ-incr,Bust Circular Increment,test
Measure-underbust-circ-decr,Under Bust Circular Decrement,test
Measure-underbust-circ-incr,Under Bust Circular Increment,test
Cupsize,Cupsize,test
Firmness,Firmness,test
Asymm-trunk-1-l,Trunk Asymetric 1 Left,test
Asymm-trunk-1-r,Trunk Asymetric 1 Right,test
Hip-scale-depth-decr,Hip Scale Depth Decrement,test
Hip-scale-depth-incr,Hip Scale Depth Increment,test
Hip-scale-horiz-decr,Hip Scale Horizontal Decrement,test
Hip-scale-horiz-incr,Hip Scale Horizontal Increment,test
Hip-scale-vert-decr,Hip Scale Vertical Decrement,test
Hip-scale-vert-incr,Hip Scale Vertical Increment,test
Hip-trans-backward,Hip Translation Backwards,test
Hip-trans-down,Hip Translation Down,test
Hip-trans-forward,Hip Translation Forward,test
Hip-trans-in,Hip Translation In,test
Hip-trans-out,Hip Translation Out,test
Hip-trans-up,Hip Translation Up,test
Hip-waist-down,Waist Down,test
Hip-waist-up,Waist Up,test
Measure-hips-circ-decr,Hip Circle Decrement,test
Measure-hips-circ-incr,Hip Circle Increment,test
Measure-napetowaist-dist-decr,Nape to Waist Distance Decrement,test
Measure-napetowaist-dist-incr,Nape to Waist Distance Increment,test
Measure-waist-circ-decr,Waist Circle Decrement,test
Measure-waist-circ-incr,Waist Circle Increment,test
Measure-waisttohip-dist-decr,Waist to Hip Distance Decrement,test
